# generated by tools/gen_corpus.py from spec/data/corpus.txt
# reference: CPython inflection 0.5.1
# columns: word	underscore	camelize	camelize_lower	dasherize	humanize	pluralize	singularize	tableize	titleize	parameterize	transliterate
CAMEL_CASE	camel_case	CAMELCASE	cAMELCASE	CAMEL-CASE	Camel case	CAMEL_CASEs	CAMEL_CASE	camel_cases	Camel Case	camel_case	CAMEL_CASE
CAPITAL	capital	CAPITAL	cAPITAL	CAPITAL	Capital	CAPITALs	CAPITAL	capitals	Capital	capital	CAPITAL
CASE	case	CASE	cASE	CASE	Case	CASEs	CASE	cases	Case	case	CASE
CASES	cases	CASES	cASES	CASES	Cases	CASEs	CASE	cases	Cases	cases	CASES
CATEGORIES	categories	CATEGORIES	cATEGORIES	CATEGORIES	Categories	CATEGORIEs	CATEGORy	categories	Categories	categories	CATEGORIES
CATEGORY	category	CATEGORY	cATEGORY	CATEGORY	Category	CATEGORies	CATEGORY	categories	Category	category	CATEGORY
CCSHARED	ccshared	CCSHARED	cCSHARED	CCSHARED	Ccshared	CCSHAREDs	CCSHARED	ccshareds	Ccshared	ccshared	CCSHARED
CDLL	cdll	CDLL	cDLL	CDLL	Cdll	CDLLs	CDLL	cdlls	Cdll	cdll	CDLL
CERTIFICATE_STATUS	certificate_status	CERTIFICATESTATUS	cERTIFICATESTATUS	CERTIFICATE-STATUS	Certificate status	CERTIFICATE_STATUSes	CERTIFICATE_STATUS	certificate_statuses	Certificate Status	certificate_status	CERTIFICATE_STATUS
CERTIFICATE_UNKNOWN	certificate_unknown	CERTIFICATEUNKNOWN	cERTIFICATEUNKNOWN	CERTIFICATE-UNKNOWN	Certificate unknown	CERTIFICATE_UNKNOWNs	CERTIFICATE_UNKNOWN	certificate_unknowns	Certificate Unknown	certificate_unknown	CERTIFICATE_UNKNOWN
CERTIFICATE_UNOBTAINABLE	certificate_unobtainable	CERTIFICATEUNOBTAINABLE	cERTIFICATEUNOBTAINABLE	CERTIFICATE-UNOBTAINABLE	Certificate unobtainable	CERTIFICATE_UNOBTAINABLEs	CERTIFICATE_UNOBTAINABLE	certificate_unobtainables	Certificate Unobtainable	certificate_unobtainable	CERTIFICATE_UNOBTAINABLE
CHARACTERS	characters	CHARACTERS	cHARACTERS	CHARACTERS	Characters	CHARACTERs	CHARACTER	characters	Characters	characters	CHARACTERS
CHECK_EG_MATCH	check_eg_match	CHECKEGMATCH	cHECKEGMATCH	CHECK-EG-MATCH	Check eg match	CHECK_EG_MATCHes	CHECK_EG_MATCH	check_eg_matches	Check Eg Match	check_eg_match	CHECK_EG_MATCH
CHILD	child	CHILD	cHILD	CHILD	Child	Children	CHILD	children	Child	child	CHILD
CHILDREN	children	CHILDREN	cHILDREN	CHILDREN	Children	Children	Child	children	Children	children	CHILDREN
CHILDTOY	childtoy	CHILDTOY	cHILDTOY	CHILDTOY	Childtoy	CHILDTOYs	CHILDTOY	childtoys	Childtoy	childtoy	CHILDTOY
CHILD_TOYS	child_toys	CHILDTOYS	cHILDTOYS	CHILD-TOYS	Child toys	CHILD_TOYs	CHILD_TOY	child_toys	Child Toys	child_toys	CHILD_TOYS
CHURCH	church	CHURCH	cHURCH	CHURCH	Church	CHURCHes	CHURCH	churches	Church	church	CHURCH
CLAIM	claim	CLAIM	cLAIM	CLAIM	Claim	CLAIMs	CLAIM	claims	Claim	claim	CLAIM
CLIENT_HELLO	client_hello	CLIENTHELLO	cLIENTHELLO	CLIENT-HELLO	Client hello	CLIENT_HELLOs	CLIENT_HELLO	client_hellos	Client Hello	client_hello	CLIENT_HELLO
COFF	coff	COFF	cOFF	COFF	Coff	COFFs	COFF	coffs	Coff	coff	COFF
COLORIZE	colorize	COLORIZE	cOLORIZE	COLORIZE	Colorize	COLORIZEs	COLORIZE	colorizes	Colorize	colorize	COLORIZE
COLUMNS	columns	COLUMNS	cOLUMNS	COLUMNS	Columns	COLUMNs	COLUMN	columns	Columns	columns	COLUMNS
COMMENT	comment	COMMENT	cOMMENT	COMMENT	Comment	COMMENTs	COMMENT	comments	Comment	comment	COMMENT
COMMENTS	comments	COMMENTS	cOMMENTS	COMMENTS	Comments	COMMENTs	COMMENT	comments	Comments	comments	COMMENTS
COMPARE_OP_STR	compare_op_str	COMPAREOPSTR	cOMPAREOPSTR	COMPARE-OP-STR	Compare op str	COMPARE_OP_STRs	COMPARE_OP_STR	compare_op_strs	Compare Op Str	compare_op_str	COMPARE_OP_STR
COMPARISON_FLAGS	comparison_flags	COMPARISONFLAGS	cOMPARISONFLAGS	COMPARISON-FLAGS	Comparison flags	COMPARISON_FLAGs	COMPARISON_FLAG	comparison_flags	Comparison Flags	comparison_flags	COMPARISON_FLAGS
CONFINCLUDEDIR	confincludedir	CONFINCLUDEDIR	cONFINCLUDEDIR	CONFINCLUDEDIR	Confincludedir	CONFINCLUDEDIRs	CONFINCLUDEDIR	confincludedirs	Confincludedir	confincludedir	CONFINCLUDEDIR
COUNTRIES	countries	COUNTRIES	cOUNTRIES	COUNTRIES	Countries	COUNTRIEs	COUNTRy	countries	Countries	countries	COUNTRIES
COUNTRY	country	COUNTRY	cOUNTRY	COUNTRY	Country	COUNTRies	COUNTRY	countries	Country	country	COUNTRY
COW	cow	COW	cOW	COW	Cow	Kine	COW	kine	Cow	cow	COW
CO_ASYNC_GENERATOR	co_async_generator	COASYNCGENERATOR	cOASYNCGENERATOR	CO-ASYNC-GENERATOR	Co async generator	CO_ASYNC_GENERATORs	CO_ASYNC_GENERATOR	co_async_generators	Co Async Generator	co_async_generator	CO_ASYNC_GENERATOR
CO_FUTURE_ABSOLUTE_IMPORT	co_future_absolute_import	COFUTUREABSOLUTEIMPORT	cOFUTUREABSOLUTEIMPORT	CO-FUTURE-ABSOLUTE-IMPORT	Co future absolute import	CO_FUTURE_ABSOLUTE_IMPORTs	CO_FUTURE_ABSOLUTE_IMPORT	co_future_absolute_imports	Co Future Absolute Import	co_future_absolute_import	CO_FUTURE_ABSOLUTE_IMPORT
CO_FUTURE_GENERATOR_STOP	co_future_generator_stop	COFUTUREGENERATORSTOP	cOFUTUREGENERATORSTOP	CO-FUTURE-GENERATOR-STOP	Co future generator stop	CO_FUTURE_GENERATOR_STOPs	CO_FUTURE_GENERATOR_STOP	co_future_generator_stops	Co Future Generator Stop	co_future_generator_stop	CO_FUTURE_GENERATOR_STOP
CO_FUTURE_PRINT_FUNCTION	co_future_print_function	COFUTUREPRINTFUNCTION	cOFUTUREPRINTFUNCTION	CO-FUTURE-PRINT-FUNCTION	Co future print function	CO_FUTURE_PRINT_FUNCTIONs	CO_FUTURE_PRINT_FUNCTION	co_future_print_functions	Co Future Print Function	co_future_print_function	CO_FUTURE_PRINT_FUNCTION
CO_FUTURE_UNICODE_LITERALS	co_future_unicode_literals	COFUTUREUNICODELITERALS	cOFUTUREUNICODELITERALS	CO-FUTURE-UNICODE-LITERALS	Co future unicode literals	CO_FUTURE_UNICODE_LITERALs	CO_FUTURE_UNICODE_LITERAL	co_future_unicode_literals	Co Future Unicode Literals	co_future_unicode_literals	CO_FUTURE_UNICODE_LITERALS
CO_METHOD	co_method	COMETHOD	cOMETHOD	CO-METHOD	Co method	CO_METHODs	CO_METHOD	co_methods	Co Method	co_method	CO_METHOD
CO_OPTIMIZED	co_optimized	COOPTIMIZED	cOOPTIMIZED	CO-OPTIMIZED	Co optimized	CO_OPTIMIZEDs	CO_OPTIMIZED	co_optimizeds	Co Optimized	co_optimized	CO_OPTIMIZED
CPU	cpu	CPU	cPU	CPU	Cpu	CPUs	CPU	cpus	Cpu	cpu	CPU
CRISES	crises	CRISES	cRISES	CRISES	Crises	CRISEs	CRISis	crises	Crises	crises	CRISES
CRISIS	crisis	CRISIS	cRISIS	CRISIS	Crisis	CRIses	CRISis	crises	Crisis	crisis	CRISIS
CRITERION	criterion	CRITERION	cRITERION	CRITERION	Criterion	CRITERIONs	CRITERION	criterions	Criterion	criterion	CRITERION
CSS	css	CSS	cSS	CSS	Css	CSSes	CSS	csses	Css	css	CSS
CTRL_C_EVENT	ctrl_c_event	CTRLCEVENT	cTRLCEVENT	CTRL-C-EVENT	Ctrl c event	CTRL_C_EVENTs	CTRL_C_EVENT	ctrl_c_events	Ctrl C Event	ctrl_c_event	CTRL_C_EVENT
CT_co	ct_co	CTCo	cTCo	CT-co	Ct co	CT_cos	CT_co	ct_cos	Ct Co	ct_co	CT_co
CURRICULUM	curriculum	CURRICULUM	cURRICULUM	CURRICULUM	Curriculum	CURRICULUMs	CURRICULUM	curriculums	Curriculum	curriculum	CURRICULUM
Cactus	cactus	Cactus	cactus	Cactus	Cactus	Cactus	Cactu	cactus	Cactus	cactus	Cactus
Café	café	Café	café	Café	Café	Cafés	Café	cafés	Café	cafe	Cafe
Café_Au_Lait	café_au_lait	CaféAuLait	caféAuLait	Café-Au-Lait	Café au lait	Café_Au_Laits	Café_Au_Lait	café_au_laits	Café Au Lait	cafe_au_lait	Cafe_Au_Lait
Café_au_lait	café_au_lait	CaféAuLait	caféAuLait	Café-au-lait	Café au lait	Café_au_laits	Café_au_lait	café_au_laits	Café Au Lait	cafe_au_lait	Cafe_au_lait
Calendar	calendar	Calendar	calendar	Calendar	Calendar	Calendars	Calendar	calendars	Calendar	calendar	Calendar
Calf	calf	Calf	calf	Calf	Calf	Calves	Calf	calves	Calf	calf	Calf
CallableProxyType	callable_proxy_type	CallableProxyType	callableProxyType	CallableProxyType	Callableproxytype	CallableProxyTypes	CallableProxyType	callable_proxy_types	Callable Proxy Type	callableproxytype	CallableProxyType
Caller	caller	Caller	caller	Caller	Caller	Callers	Caller	callers	Caller	caller	Caller
Camel	camel	Camel	camel	Camel	Camel	Camels	Camel	camels	Camel	camel	Camel
CamelCase	camel_case	CamelCase	camelCase	CamelCase	Camelcase	CamelCases	CamelCase	camel_cases	Camel Case	camelcase	CamelCase
Camel_Case	camel_case	CamelCase	camelCase	Camel-Case	Camel case	Camel_Cases	Camel_Case	camel_cases	Camel Case	camel_case	Camel_Case
Camel_case	camel_case	CamelCase	camelCase	Camel-case	Camel case	Camel_cases	Camel_case	camel_cases	Camel Case	camel_case	Camel_case
Camelcase	camelcase	Camelcase	camelcase	Camelcase	Camelcase	Camelcases	Camelcase	camelcases	Camelcase	camelcase	Camelcase
Capital	capital	Capital	capital	Capital	Capital	Capitals	Capital	capitals	Capital	capital	Capital
Case	case	Case	case	Case	Case	Cases	Case	cases	Case	case	Case
Cases	cases	Cases	cases	Cases	Cases	Cases	Case	cases	Cases	cases	Cases
Catch	catch	Catch	catch	Catch	Catch	Catches	Catch	catches	Catch	catch	Catch
Categories	categories	Categories	categories	Categories	Categories	Categories	Category	categories	Categories	categories	Categories
Category	category	Category	category	Category	Category	Categories	Category	categories	Category	category	Category
Centrum	centrum	Centrum	centrum	Centrum	Centrum	Centrums	Centrum	centrums	Centrum	centrum	Centrum
Character	character	Character	character	Character	Character	Characters	Character	characters	Character	character	Character
Characters	characters	Characters	characters	Characters	Characters	Characters	Character	characters	Characters	characters	Characters
Child	child	Child	child	Child	Child	Children	Child	children	Child	child	Child
ChildToy	child_toy	ChildToy	childToy	ChildToy	Childtoy	ChildToys	ChildToy	child_toys	Child Toy	childtoy	ChildToy
Child_Toys	child_toys	ChildToys	childToys	Child-Toys	Child toys	Child_Toys	Child_Toy	child_toys	Child Toys	child_toys	Child_Toys
Child_toys	child_toys	ChildToys	childToys	Child-toys	Child toys	Child_toys	Child_toy	child_toys	Child Toys	child_toys	Child_toys
Children	children	Children	children	Children	Children	Children	Child	children	Children	children	Children
Childtoy	childtoy	Childtoy	childtoy	Childtoy	Childtoy	Childtoys	Childtoy	childtoys	Childtoy	childtoy	Childtoy
China	china	China	china	China	China	Chinas	China	chinas	China	china	China
Church	church	Church	church	Church	Church	Churches	Church	churches	Church	church	Church
ClassFoundException	class_found_exception	ClassFoundException	classFoundException	ClassFoundException	Classfoundexception	ClassFoundExceptions	ClassFoundException	class_found_exceptions	Class Found Exception	classfoundexception	ClassFoundException
ClassMethodDescriptorType	class_method_descriptor_type	ClassMethodDescriptorType	classMethodDescriptorType	ClassMethodDescriptorType	Classmethoddescriptortype	ClassMethodDescriptorTypes	ClassMethodDescriptorType	class_method_descriptor_types	Class Method Descriptor Type	classmethoddescriptortype	ClassMethodDescriptorType
ClassVars	class_vars	ClassVars	classVars	ClassVars	Classvars	ClassVars	ClassVar	class_vars	Class Vars	classvars	ClassVars
Clever	clever	Clever	clever	Clever	Clever	Clevers	Clever	clevers	Clever	clever	Clever
CloseHandle	close_handle	CloseHandle	closeHandle	CloseHandle	Closehandle	CloseHandles	CloseHandle	close_handles	Close Handle	closehandle	CloseHandle
Co	co	Co	co	Co	Co	Cos	Co	cos	Co	co	Co
Cocoa	cocoa	Cocoa	cocoa	Cocoa	Cocoa	Cocoas	Cocoa	cocoas	Cocoa	cocoa	Cocoa
CodecInfo	codec_info	CodecInfo	codecInfo	CodecInfo	Codecinfo	CodecInfos	CodecInfo	codec_infos	Codec Info	codecinfo	CodecInfo
Colin	colin	Colin	colin	Colin	Colin	Colins	Colin	colins	Colin	colin	Colin
Collecting	collecting	Collecting	collecting	Collecting	Collecting	Collectings	Collecting	collectings	Collecting	collecting	Collecting
Collection	collection	Collection	collection	Collection	Collection	Collections	Collection	collections	Collection	collection	Collection
Colombia	colombia	Colombia	colombia	Colombia	Colombia	Colombia	Colombium	colombia	Colombia	colombia	Colombia
ColorCodes	color_codes	ColorCodes	colorCodes	ColorCodes	Colorcodes	ColorCodes	ColorCode	color_codes	Color Codes	colorcodes	ColorCodes
Combining	combining	Combining	combining	Combining	Combining	Combinings	Combining	combinings	Combining	combining	Combining
Commands	commands	Commands	commands	Commands	Commands	Commands	Command	commands	Commands	commands	Commands
Comment	comment	Comment	comment	Comment	Comment	Comments	Comment	comments	Comment	comment	Comment
Comments	comments	Comments	comments	Comments	Comments	Comments	Comment	comments	Comments	comments	Comments
Compares	compares	Compares	compares	Compares	Compares	Compares	Compare	compares	Compares	compares	Compares
Compatibility	compatibility	Compatibility	compatibility	Compatibility	Compatibility	Compatibilities	Compatibility	compatibilities	Compatibility	compatibility	Compatibility
Complicated	complicated	Complicated	complicated	Complicated	Complicated	Complicateds	Complicated	complicateds	Complicated	complicated	Complicated
Compress	compress	Compress	compress	Compress	Compress	Compresses	Compress	compresses	Compress	compress	Compress
Concrete	concrete	Concrete	concrete	Concrete	Concrete	Concretes	Concrete	concretes	Concrete	concrete	Concrete
Conditions	conditions	Conditions	conditions	Conditions	Conditions	Conditions	Condition	conditions	Conditions	conditions	Conditions
Connect	connect	Connect	connect	Connect	Connect	Connects	Connect	connects	Connect	connect	Connect
ConnectionAbortedError	connection_aborted_error	ConnectionAbortedError	connectionAbortedError	ConnectionAbortedError	Connectionabortederror	ConnectionAbortedErrors	ConnectionAbortedError	connection_aborted_errors	Connection Aborted Error	connectionabortederror	ConnectionAbortedError
Constants	constants	Constants	constants	Constants	Constants	Constants	Constant	constants	Constants	constants	Constants
ContextVar	context_var	ContextVar	contextVar	ContextVar	Contextvar	ContextVars	ContextVar	context_vars	Context Var	contextvar	ContextVar
Control	control	Control	control	Control	Control	Controls	Control	controls	Control	control	Control
Cookie	cookie	Cookie	cookie	Cookie	Cookie	Cookies	Cookie	cookies	Cookie	cookie	Cookie
CoroutineType	coroutine_type	CoroutineType	coroutineType	CoroutineType	Coroutinetype	CoroutineTypes	CoroutineType	coroutine_types	Coroutine Type	coroutinetype	CoroutineType
Correctly	correctly	Correctly	correctly	Correctly	Correctly	Correctlies	Correctly	correctlies	Correctly	correctly	Correctly
Corsican	corsican	Corsican	corsican	Corsican	Corsican	Corsicans	Corsican	corsicans	Corsican	corsican	Corsican
Could	could	Could	could	Could	Could	Coulds	Could	coulds	Could	could	Could
Countries	countries	Countries	countries	Countries	Countries	Countries	Country	countries	Countries	countries	Countries
Country	country	Country	country	Country	Country	Countries	Country	countries	Country	country	Country
Counts	counts	Counts	counts	Counts	Counts	Counts	Count	counts	Counts	counts	Counts
Cow	cow	Cow	cow	Cow	Cow	Kine	Cow	kine	Cow	cow	Cow
Creating	creating	Creating	creating	Creating	Creating	Creatings	Creating	creatings	Creating	creating	Creating
Crgref	crgref	Crgref	crgref	Crgref	Crgref	Crgrefs	Crgref	crgrefs	Crgref	crgref	Crgref
Crises	crises	Crises	crises	Crises	Crises	Crises	Crisis	crises	Crises	crises	Crises
Crisis	crisis	Crisis	crisis	Crisis	Crisis	Crises	Crisis	crises	Crisis	crisis	Crisis
Criterion	criterion	Criterion	criterion	Criterion	Criterion	Criterions	Criterion	criterions	Criterion	criterion	Criterion
Cryptographic	cryptographic	Cryptographic	cryptographic	Cryptographic	Cryptographic	Cryptographics	Cryptographic	cryptographics	Cryptographic	cryptographic	Cryptographic
Css	css	Css	css	Css	Css	Csses	Css	csses	Css	css	Css
Curriculum	curriculum	Curriculum	curriculum	Curriculum	Curriculum	Curriculums	Curriculum	curriculums	Curriculum	curriculum	Curriculum
DATA	data	DATA	dATA	DATA	Data	DATa	DATum	data	Data	data	DATA
DATABASE	database	DATABASE	dATABASE	DATABASE	Database	DATABASEs	DATABASE	databases	Database	database	DATABASE
DATABASES	databases	DATABASES	dATABASES	DATABASES	Databases	DATABASEs	DATABASE	databases	Databases	databases	DATABASES
DATUM	datum	DATUM	dATUM	DATUM	Datum	DATa	DATUM	data	Datum	datum	DATUM
DAVID'S CODE	david's code	DAVID'S CODE	dAVID'S CODE	DAVID'S CODE	David's code	DAVID'S CODEs	DAVID'S CODE	david's codes	David's Code	david-s-code	DAVID'S CODE
DAVID'S_CODE	david's_code	DAVID'SCODE	dAVID'SCODE	DAVID'S-CODE	David's code	DAVID'S_CODEs	DAVID'S_CODE	david's_codes	David's Code	david-s_code	DAVID'S_CODE
DAY	day	DAY	dAY	DAY	Day	DAYs	DAY	days	Day	day	DAY
DAYS	days	DAYS	dAYS	DAYS	Days	DAYs	DAY	days	Days	days	DAYS
DEALINGS	dealings	DEALINGS	dEALINGS	DEALINGS	Dealings	DEALINGs	DEALING	dealings	Dealings	dealings	DEALINGS
DEER	deer	DEER	dEER	DEER	Deer	DEERs	DEER	deers	Deer	deer	DEER
DEFAULT_ANGLEOFFSET	default_angleoffset	DEFAULTANGLEOFFSET	dEFAULTANGLEOFFSET	DEFAULT-ANGLEOFFSET	Default angleoffset	DEFAULT_ANGLEOFFSETs	DEFAULT_ANGLEOFFSET	default_angleoffsets	Default Angleoffset	default_angleoffset	DEFAULT_ANGLEOFFSET
DEFAULT_FORMAT	default_format	DEFAULTFORMAT	dEFAULTFORMAT	DEFAULT-FORMAT	Default format	DEFAULT_FORMATs	DEFAULT_FORMAT	default_formats	Default Format	default_format	DEFAULT_FORMAT
DEFAULT_MODE	default_mode	DEFAULTMODE	dEFAULTMODE	DEFAULT-MODE	Default mode	DEFAULT_MODEs	DEFAULT_MODE	default_modes	Default Mode	default_mode	DEFAULT_MODE
DEFLATED	deflated	DEFLATED	dEFLATED	DEFLATED	Deflated	DEFLATEDs	DEFLATED	deflateds	Deflated	deflated	DEFLATED
DER_cert_to_PEM_cert	der_cert_to_pem_cert	DERCertToPEMCert	dERCertToPEMCert	DER-cert-to-PEM-cert	Der cert to pem cert	DER_cert_to_PEM_certs	DER_cert_to_PEM_cert	der_cert_to_pem_certs	Der Cert To Pem Cert	der_cert_to_pem_cert	DER_cert_to_PEM_cert
DEVICETYPE	devicetype	DEVICETYPE	dEVICETYPE	DEVICETYPE	Devicetype	DEVICETYPEs	DEVICETYPE	devicetypes	Devicetype	devicetype	DEVICETYPE
DEVICE_TYPE	device_type	DEVICETYPE	dEVICETYPE	DEVICE-TYPE	Device type	DEVICE_TYPEs	DEVICE_TYPE	device_types	Device Type	device_type	DEVICE_TYPE
DIAGNOSES	diagnoses	DIAGNOSES	dIAGNOSES	DIAGNOSES	Diagnoses	DIAGNOSEs	Diagnosis	diagnoses	Diagnoses	diagnoses	DIAGNOSES
DIAGNOSIS	diagnosis	DIAGNOSIS	dIAGNOSIS	DIAGNOSIS	Diagnosis	DIAGNOses	Diagnosis	diagnoses	Diagnosis	diagnosis	DIAGNOSIS
DIAGNOSIS_A	diagnosis_a	DIAGNOSISA	dIAGNOSISA	DIAGNOSIS-A	Diagnosis a	DIAGNOSIS_As	DIAGNOSIS_A	diagnosis_as	Diagnosis A	diagnosis_a	DIAGNOSIS_A
DIAGNOSIS_AS	diagnosis_as	DIAGNOSISAS	dIAGNOSISAS	DIAGNOSIS-AS	Diagnosis as	DIAGNOSIS_As	DIAGNOSIS_A	diagnosis_as	Diagnosis As	diagnosis_as	DIAGNOSIS_AS
DISABLE	disable	DISABLE	dISABLE	DISABLE	Disable	DISABLEs	DISABLE	disables	Disable	disable	DISABLE
DISH	dish	DISH	dISH	DISH	Dish	DISHes	DISH	dishes	Dish	dish	DISH
DNS	dns	DNS	dNS	DNS	Dns	DNs	DN	dns	Dns	dns	DNS
DONALD-E-KNUTH	donald_e_knuth	DONALD-E-KNUTH	dONALD-E-KNUTH	DONALD-E-KNUTH	Donald-e-knuth	DONALD-E-KNUTHs	DONALD-E-KNUTH	donald_e_knuths	Donald E Knuth	donald-e-knuth	DONALD-E-KNUTH
DONALDEKNUTH	donaldeknuth	DONALDEKNUTH	dONALDEKNUTH	DONALDEKNUTH	Donaldeknuth	DONALDEKNUTHs	DONALDEKNUTH	donaldeknuths	Donaldeknuth	donaldeknuth	DONALDEKNUTH
DONALD_E._KNUTH	donald_e._knuth	DONALDE.KNUTH	dONALDE.KNUTH	DONALD-E.-KNUTH	Donald e. knuth	DONALD_E._KNUTHs	DONALD_E._KNUTH	donald_e._knuths	Donald E. Knuth	donald_e-_knuth	DONALD_E._KNUTH
DONALD_E_KNUTH	donald_e_knuth	DONALDEKNUTH	dONALDEKNUTH	DONALD-E-KNUTH	Donald e knuth	DONALD_E_KNUTHs	DONALD_E_KNUTH	donald_e_knuths	Donald E Knuth	donald_e_knuth	DONALD_E_KNUTH
DOUBLE__UNDER	double__under	DOUBLE_UNDER	dOUBLE_UNDER	DOUBLE--UNDER	Double  under	DOUBLE__UNDERs	DOUBLE__UNDER	double__unders	Double  Under	double__under	DOUBLE__UNDER
DWARF	dwarf	DWARF	dWARF	DWARF	Dwarf	DWARves	DWARF	dwarves	Dwarf	dwarf	DWARF
DWARVES	dwarves	DWARVES	dWARVES	DWARVES	Dwarves	DWARVEs	DWARf	dwarves	Dwarves	dwarves	DWARVES
D_FORTIFY_SOURCE	d_fortify_source	DFORTIFYSOURCE	dFORTIFYSOURCE	D-FORTIFY-SOURCE	D fortify source	D_FORTIFY_SOURCEs	D_FORTIFY_SOURCE	d_fortify_sources	D Fortify Source	d_fortify_source	D_FORTIFY_SOURCE
Dangling	dangling	Dangling	dangling	Dangling	Dangling	Danglings	Dangling	danglings	Dangling	dangling	Dangling
Data	data	Data	data	Data	Data	Data	Datum	data	Data	data	Data
Database	database	Database	database	Database	Database	Databases	Database	databases	Database	database	Database
DatabaseUser	database_user	DatabaseUser	databaseUser	DatabaseUser	Databaseuser	DatabaseUsers	DatabaseUser	database_users	Database User	databaseuser	DatabaseUser
Databases	databases	Databases	databases	Databases	Databases	Databases	Database	databases	Databases	databases	Databases
Datum	datum	Datum	datum	Datum	Datum	Data	Datum	data	Datum	datum	Datum
David'S Code	david's code	David'S Code	david'S Code	David'S Code	David's code	David'S Codes	David'S Code	david's codes	David's Code	david-s-code	David'S Code
David'S_Code	david's_code	David'SCode	david'SCode	David'S-Code	David's code	David'S_Codes	David'S_Code	david's_codes	David's Code	david-s_code	David'S_Code
David's Code	david's code	David's Code	david's Code	David's Code	David's code	David's Codes	David's Code	david's codes	David's Code	david-s-code	David's Code
David's code	david's code	David's code	david's code	David's code	David's code	David's codes	David's code	david's codes	David's Code	david-s-code	David's code
David's_code	david's_code	David'sCode	david'sCode	David's-code	David's code	David's_codes	David's_code	david's_codes	David's Code	david-s_code	David's_code
Day	day	Day	day	Day	Day	Days	Day	days	Day	day	Day
Days	days	Days	days	Days	Days	Days	Day	days	Days	days	Days
Debug	debug	Debug	debug	Debug	Debug	Debugs	Debug	debugs	Debug	debug	Debug
Decides	decides	Decides	decides	Decides	Decides	Decides	Decide	decides	Decides	decides	Decides
Declare	declare	Declare	declare	Declare	Declare	Declares	Declare	declares	Declare	declare	Declare
Deer	deer	Deer	deer	Deer	Deer	Deers	Deer	deers	Deer	deer	Deer
DefaultDict	default_dict	DefaultDict	defaultDict	DefaultDict	Defaultdict	DefaultDicts	DefaultDict	default_dicts	Default Dict	defaultdict	DefaultDict
Define	define	Define	define	Define	Define	Defines	Define	defines	Define	define	Define
Description	description	Description	description	Description	Description	Descriptions	Description	descriptions	Description	description	Description
Descriptor	descriptor	Descriptor	descriptor	Descriptor	Descriptor	Descriptors	Descriptor	descriptors	Descriptor	descriptor	Descriptor
